Container ID,Assignment Type,CV /OCD,Dwell,CV Import Date,Vessel Visit ID,CV Delivery Date
SUDU6985048,DLVGRD,CV,9,27/10/2025,MCCY540W,5/11/2025
MNBU4168228,DLVGRD,CV,2,5/11/2025,MCCT541W,6/11/2025
MNBU0370631,DLVGRD,CV,2,5/11/2025,MCCT541W,6/11/2025
MSKU5078352,APPDLV2H,CV,9,27/10/2025,MCCY540W,5/11/2025
MSKU0348943,DLV2H,CV,9,27/10/2025,MCCY540W,5/11/2025
SUDU8939123,DLV2H,CV,9,27/10/2025,MCCY540W,5/11/2025
MSKU1395908,DLV2H,CV,8,28/10/2025,MCCY540W,5/11/2025
MRSU8314787,DLVHS,CV,9,27/10/2025,MCCY540W,5/11/2025
HASU4419202,DLVCRN,CV,8,28/10/2025,MCCY540W,5/11/2025
MRKU4451599,DLV2H,CV,9,27/10/2025,MCCY540W,5/11/2025
UETU8165879,DLVHS,CV,22,14/10/2025,MAVL531C,5/11/2025
MSKU1229912,DLV2H,CV,9,27/10/2025,MCCY540W,5/11/2025
HASU4026308,DLV2H,CV,9,27/10/2025,MCCY540W,5/11/2025
MSKU7735414,OCD,OCD,8,28/10/2025,MCCY540W,4/11/2025
MRKU3067608,DLV2H,CV,9,27/10/2025,MCCY540W,5/11/2025
MSKU1777990,DLVHS,CV,22,14/10/2025,MAVL531C,5/11/2025
MRSU5252531,DLVHS,CV,22,14/10/2025,MAVL531C,5/11/2025
MRKU9448849,DLV2H,CV,8,28/10/2025,MCCY540W,5/11/2025
MRSU3242935,DLV2H,CV,8,28/10/2025,MCCY540W,5/11/2025
MRSU4341341,DLVHS,CV,22,14/10/2025,MAVL531C,5/11/2025
CAAU9052426,DLV2H,CV,8,28/10/2025,MCCY540W,5/11/2025
MAEU9257240,DLVGRD,CV,9,27/10/2025,MCCY540W,5/11/2025
MSKU4785793,DLVGRD,CV,8,28/10/2025,MCCY540W,5/11/2025
MRKU3389728,DLVHS,CV,8,28/10/2025,MCCY540W,5/11/2025
MRKU3611389,APPDLV2H,CV,8,28/10/2025,MCCY540W,5/11/2025
MRSU0044828,DLV2H,CV,8,28/10/2025,MCCY540W,5/11/2025
MRKU6909850,APPDLV2H,CV,8,28/10/2025,MCCY540W,5/11/2025
MRSU0416951,DLVHS,CV,23,13/10/2025,MAVL531C,5/11/2025
SUDU7600916,OCD,OCD,8,27/10/2025,MCCY540W,4/11/2025
MNBU4666581,DLV2H,CV,8,28/10/2025,MCCY540W,4/11/2025
MNBU4667320,DLV2H,CV,8,28/10/2025,MCCY540W,4/11/2025
MNBU3609951,DLVGRD,CV,8,28/10/2025,MCCY540W,4/11/2025
CLHU3906829,OCD,OCD,8,27/10/2025,MCCY540W,4/11/2025
MNBU4671166,DLVGRD,CV,7,28/10/2025,MCCY540W,4/11/2025
MNBU4667280,DLVGRD,CV,7,28/10/2025,MCCY540W,4/11/2025
MNBU4662781,DLVGRD,CV,7,28/10/2025,MCCY540W,4/11/2025
MNBU4667309,DLVGRD,CV,7,28/10/2025,MCCY540W,4/11/2025
MNBU4524519,OCD,OCD,7,28/10/2025,MCCY540W,4/11/2025
TLLU2426774,DLVCRN,CV,23,14/10/2025,MAVL531C,6/11/2025
MRSU6397632,DLVGRD,CV,7,28/10/2025,MCCY540W,4/11/2025
MRSU8010681,DLVHS,CV,8,27/10/2025,MCCY540W,4/11/2025
TCNU1455226,DLV2H,CV,7,28/10/2025,MCCY540W,4/11/2025
MRKU9874401,DLVGRD,CV,8,27/10/2025,MCCY540W,4/11/2025
BMOU2788758,DLV2H,CV,7,28/10/2025,MCCY540W,4/11/2025
HASU1095202,DLVHS,CV,7,28/10/2025,MCCY540W,4/11/2025
MRKU7953712,DLVHS,CV,7,28/10/2025,MCCY540W,4/11/2025
HASU4038633,DLV2H,CV,7,28/10/2025,MCCY540W,4/11/2025
CIPU5094294,DLV2H,CV,7,28/10/2025,MCCY540W,4/11/2025
TRLU7300753,APPDLV2H,CV,7,28/10/2025,MCCY540W,4/11/2025
TEMU7832158,DLV2H,CV,8,27/10/2025,MCCY540W,4/11/2025
HASU4063528,DLVHS,CV,7,28/10/2025,MCCY540W,4/11/2025
MRSU6497539,DLV2H,CV,7,28/10/2025,MCCY540W,4/11/2025
MSKU8880166,DLV2H,CV,27,8/10/2025,MJAK520C,4/11/2025
UETU6954991,DLV2H,CV,7,28/10/2025,MCCY540W,4/11/2025
MRKU5840759,DLV2H,CV,7,28/10/2025,MCCY540W,4/11/2025
MRSU3796140,DLVGRD,CV,8,27/10/2025,MCCY540W,4/11/2025
MSKU5416167,DLV2H,CV,7,28/10/2025,MCCY540W,4/11/2025
CAAU2232658,DLVHS,CV,7,28/10/2025,MCCY540W,4/11/2025
MRKU7430286,DLV2H,CV,7,28/10/2025,MCCY540W,4/11/2025
MSKU7869692,OCD,OCD,7,28/10/2025,MCCY540W,3/11/2025
TRHU4383252,OCD,OCD,22,13/10/2025,MAVL531C,3/11/2025
MRSU7224797,OCD,OCD,22,13/10/2025,MAVL531C,3/11/2025
MSKU7539221,DLVHS,CV,22,13/10/2025,MAVL531C,4/11/2025
MRSU7385955,OCD,OCD,22,13/10/2025,MAVL531C,3/11/2025
FFAU7410761,OCD,OCD,21,14/10/2025,MAVL531C,3/11/2025
MRSU6582184,OCD,OCD,22,13/10/2025,MAVL531C,3/11/2025
MSKU0524908,OCD,OCD,21,14/10/2025,MAVL531C,3/11/2025
MRSU3660175,OCD,OCD,21,14/10/2025,MAVL531C,3/11/2025
CAAU4780141,OCD,OCD,21,14/10/2025,MAVL531C,3/11/2025
MSKU5273533,DLV2H,CV,7,28/10/2025,MCCY540W,4/11/2025
TLLU2406715,DLV2H,CV,7,28/10/2025,MCCY540W,4/11/2025
MRKU8348568,DLVGRD,CV,8,27/10/2025,MCCY540W,4/11/2025
MRKU8581190,DLVGRD,CV,7,28/10/2025,MCCY540W,4/11/2025
FFAU1930196,DLV2H,CV,7,28/10/2025,MCCY540W,4/11/2025
MRKU3315659,DLVGRD,CV,7,28/10/2025,MCCY540W,4/11/2025
MRKU2187189,DLV2H,CV,7,28/10/2025,MCCY540W,4/11/2025
MRSU8222000,DLVGRD,CV,8,27/10/2025,MCCY540W,4/11/2025
MRSU5204446,DLV2H,CV,7,28/10/2025,MCCY540W,4/11/2025
TGBU9320320,DLVCRN,CV,32,3/10/2025,MCEB523C,4/11/2025
MSKU3874068,DLVGRD,CV,7,28/10/2025,MCCY540W,4/11/2025
SUDU7308587,DLVCRN,CV,7,28/10/2025,MCCY540W,4/11/2025
SUDU7886034,OCD,OCD,6,28/10/2025,MCCY540W,3/11/2025
HASU1138285,DLVHS,CV,7,28/10/2025,MCCY540W,4/11/2025
MRKU8767420,OCD,OCD,6,28/10/2025,MCCY540W,3/11/2025
MSKU0192845,OCD,OCD,6,28/10/2025,MCCY540W,3/11/2025
TRHU8420360,OCD,OCD,6,28/10/2025,MCCY540W,3/11/2025
MRKU2657180,OCD,OCD,6,28/10/2025,MCCY540W,3/11/2025
MRKU6595492,DLVHS,CV,7,28/10/2025,MCCY540W,4/11/2025
MSKU1643630,DLV2H,CV,7,28/10/2025,MCCY540W,4/11/2025
MRSU7552965,DLVHS,CV,7,28/10/2025,MCCY540W,4/11/2025
MRKU2077983,DLV2H,CV,8,27/10/2025,MCCY540W,4/11/2025
MRSU6025872,DLVGRD,CV,7,28/10/2025,MCCY540W,4/11/2025
GESU6567465,DLV2H,CV,7,28/10/2025,MCCY540W,4/11/2025
GCXU6334477,OCD,OCD,6,28/10/2025,MCCY540W,3/11/2025
MNBU4552594,DLVGRD,CV,7,28/10/2025,MCCY540W,3/11/2025
MRKU2984238,OCD,OCD,7,27/10/2025,MCCY540W,3/11/2025
MSKU7097855,OCD,OCD,6,28/10/2025,MCCY540W,3/11/2025
MSKU5650302,OCD,OCD,7,27/10/2025,MCCY540W,3/11/2025
TCLU2322278,OCD,OCD,6,28/10/2025,MCCY540W,3/11/2025
MNBU3569340,DLVGRD,CV,7,28/10/2025,MCCY540W,3/11/2025
MRKU6265401,OCD,OCD,6,28/10/2025,MCCY540W,3/11/2025
MNBU4663849,DLVGRD,CV,7,28/10/2025,MCCY540W,3/11/2025
TGHU8557520,OCD,OCD,6,28/10/2025,MCCY540W,3/11/2025
MRKU4232477,OCD,OCD,6,28/10/2025,MCCY540W,3/11/2025
MRKU5295295,OCD,OCD,6,28/10/2025,MCCY540W,3/11/2025
MRKU5141411,OCD,OCD,6,28/10/2025,MCCY540W,3/11/2025
MNBU4667248,DLV2H,CV,7,28/10/2025,MCCY540W,3/11/2025
MNBU4665836,DLVGRD,CV,6,28/10/2025,MCCY540W,3/11/2025
MNBU4659469,DLVGRD,CV,10,28/10/2025,MCCY540W,6/11/2025
MRKU8087628,OCD,OCD,6,28/10/2025,MCCY540W,3/11/2025
MNBU4667227,DLV2H,CV,6,28/10/2025,MCCY540W,3/11/2025
MNBU4666730,DLV2H,CV,6,28/10/2025,MCCY540W,3/11/2025
MNBU4663999,DLV2H,CV,7,28/10/2025,MCCY540W,3/11/2025
MRKU6440470,APPDLV2H,CV,7,27/10/2025,MCCY540W,3/11/2025
SUDU8695222,APPDLV2H,CV,6,28/10/2025,MCCY540W,3/11/2025
MRKU7306151,DLVCRN,CV,6,28/10/2025,MCCY540W,3/11/2025
MRKU8588928,DLVCRN,CV,6,28/10/2025,MCCY540W,3/11/2025
CAJU5094836,DLVHS,CV,20,14/10/2025,MAVL531C,3/11/2025
PONU0585333,DLV2H,CV,6,28/10/2025,MCCY540W,3/11/2025
MSKU7502428,DLVCRN,CV,6,28/10/2025,MCCY540W,3/11/2025
MSKU4262719,DLVCRN,CV,6,28/10/2025,MCCY540W,3/11/2025
SUDU1397015,DLVCRN,CV,6,28/10/2025,MCCY540W,3/11/2025
MSKU7654185,DLVCRN,CV,6,28/10/2025,MCCY540W,3/11/2025
BSIU2029551,DLVCRN,CV,6,28/10/2025,MCCY540W,3/11/2025
MRSU4773242,DLVGRD,CV,7,27/10/2025,MCCY540W,3/11/2025
MRKU0850097,DLVGRD,CV,6,28/10/2025,MCCY540W,3/11/2025
MRKU1055125,DLVGRD,CV,7,27/10/2025,MCCY540W,3/11/2025
HASU1549455,DLVHS,CV,6,28/10/2025,MCCY540W,3/11/2025
MRKU8408501,DLV2H,CV,7,27/10/2025,MCCY540W,3/11/2025
MSKU4485184,DLVCRN,CV,6,28/10/2025,MCCY540W,3/11/2025
MRSU7807346,DLVHS,CV,25,9/10/2025,MJAK520C,3/11/2025
CAJU5126954,DLVHS,CV,20,14/10/2025,MAVL531C,3/11/2025
MRSU0547186,DLVHS,CV,6,28/10/2025,MCCY540W,3/11/2025
MRKU8817290,DLVCRN,CV,5,29/10/2025,MCCY540W,3/11/2025
MSKU5911875,APPDLV2H,CV,6,28/10/2025,MCCY540W,3/11/2025
SUDU7718025,DLVGRD,CV,6,28/10/2025,MCCY540W,3/11/2025
MSKU3872044,DLVGRD,CV,6,28/10/2025,MCCY540W,3/11/2025
MSKU4166063,DLVHS,CV,6,28/10/2025,MCCY540W,3/11/2025
SUDU7460650,APPDLV2H,CV,6,28/10/2025,MCCY540W,3/11/2025
CAIU2391143,DLVCRN,CV,6,28/10/2025,MCCY540W,3/11/2025
CAAU7616255,OCD,OCD,6,27/10/2025,MCCY540W,2/11/2025
CAAU6850910,OCD,OCD,6,27/10/2025,MCCY540W,2/11/2025
FFAU4770620,OCD,OCD,6,27/10/2025,MCCY540W,2/11/2025
MSKU1939555,OCD,OCD,5,28/10/2025,MCCY540W,2/11/2025
MSKU1250843,OCD,OCD,6,27/10/2025,MCCY540W,2/11/2025
MRKU8362313,OCD,OCD,5,28/10/2025,MCCY540W,2/11/2025
CAAU2507307,OCD,OCD,5,28/10/2025,MCCY540W,2/11/2025
TEMU7334160,DLV2H,CV,6,28/10/2025,MCCY540W,3/11/2025
HASU4412553,OCD,OCD,5,28/10/2025,MCCY540W,2/11/2025
MRKU3103644,DLVGRD,CV,6,28/10/2025,MCCY540W,3/11/2025
TIIU5303149,APPDLV2H,CV,7,27/10/2025,MCCY540W,3/11/2025
MSKU1838760,DLV2H,CV,6,28/10/2025,MCCY540W,3/11/2025
TCNU1705789,OCD,OCD,6,27/10/2025,MCCY540W,2/11/2025
MRSU5958343,OCD,OCD,5,28/10/2025,MCCY540W,2/11/2025
TIIU2142605,OCD,OCD,19,14/10/2025,MAVL531C,2/11/2025
MRKU5126844,DLVGRD,CV,7,27/10/2025,MCCY540W,3/11/2025
TRLU9710850,OCD,OCD,24,9/10/2025,MJAK520C,2/11/2025
SEKU6945796,DLVCRN,CV,6,28/10/2025,MCCY540W,3/11/2025
SUDU8725100,DLVGRD,CV,7,27/10/2025,MCCY540W,3/11/2025
MRKU2054674,DLVGRD,CV,7,27/10/2025,MCCY540W,3/11/2025
MRSU3969380,APPDLV2H,CV,7,27/10/2025,MCCY540W,3/11/2025
MRKU3641399,DLVGRD,CV,7,27/10/2025,MCCY540W,3/11/2025
TCLU2205353,OCD,OCD,5,28/10/2025,MCCY540W,2/11/2025
TCLU7996658,APPOCD,CV,6,27/10/2025,MCCY540W,2/11/2025
MRKU6833250,OCD,OCD,5,28/10/2025,MCCY540W,2/11/2025
MSKU7130402,OCD,OCD,5,28/10/2025,MCCY540W,2/11/2025
PONU8159334,OCD,OCD,5,28/10/2025,MCCY540W,2/11/2025
MRKU2627713,OCD,OCD,5,28/10/2025,MCCY540W,2/11/2025
TEMU7890811,OCD,OCD,6,27/10/2025,MCCY540W,2/11/2025
MNBU4666107,DLVGRD,CV,5,28/10/2025,MCCY540W,2/11/2025
MNBU0372819,DLVGRD,CV,6,28/10/2025,MCCY540W,2/11/2025
MNBU4531631,DLVGRD,CV,6,28/10/2025,MCCY540W,2/11/2025
MNBU9201102,DLVGRD,CV,5,28/10/2025,MCCY540W,2/11/2025
MNBU3185452,DLVGRD,CV,5,28/10/2025,MCCY540W,2/11/2025
MNBU3978482,DLVGRD,CV,5,28/10/2025,MCCY540W,2/11/2025
MNBU3705256,DLVGRD,CV,4,29/10/2025,MCCY540W,2/11/2025
MNBU4666827,DLVGRD,CV,5,28/10/2025,MCCY540W,2/11/2025
SUDU6037304,DLVGRD,CV,5,29/10/2025,MCCY540W,2/11/2025
FBXU8811051,OCD,OCD,5,28/10/2025,MCCY540W,30/10/2025
SUDU8220398,DLVGRD,CV,10,28/10/2025,MCCY540W,6/11/2025
MRSU4696779,APPDLV2H,CV,6,27/10/2025,MCCY540W,2/11/2025
MRSU6978832,DLV2H,CV,5,28/10/2025,MCCY540W,2/11/2025
TCNU1121194,OCD,OCD,5,27/10/2025,MCCY540W,1/11/2025
CAAU6204171,OCD,OCD,4,28/10/2025,MCCY540W,1/11/2025
MSKU7717998,APPDLV2H,CV,6,27/10/2025,MCCY540W,2/11/2025
MRKU8499712,APPDLV2H,CV,5,28/10/2025,MCCY540W,2/11/2025
MRKU8989432,DLVHS,CV,6,27/10/2025,MCCY540W,2/11/2025
MRKU3117170,DLV2H,CV,5,28/10/2025,MCCY540W,2/11/2025
MSKU8562972,APPDLV2H,CV,6,27/10/2025,MCCY540W,2/11/2025
MRSU7794629,OCD,OCD,5,27/10/2025,MCCY540W,1/11/2025
MSKU0951670,OCD,OCD,4,28/10/2025,MCCY540W,1/11/2025
MRKU2613094,OCD,OCD,4,28/10/2025,MCCY540W,1/11/2025
SUDU7559453,OCD,OCD,4,28/10/2025,MCCY540W,1/11/2025
MRKU5808269,OCD,OCD,4,28/10/2025,MCCY540W,1/11/2025
TCKU7029882,OCD,OCD,5,27/10/2025,MCCY540W,1/11/2025
TEMU2642685,OCD,OCD,4,28/10/2025,MCCY540W,1/11/2025
MNBU3319989,DLVGRD,CV,4,28/10/2025,MCCY540W,1/11/2025
MRKU8659451,OCD,OCD,4,28/10/2025,MCCY540W,1/11/2025
MNBU4652314,DLV2H,CV,4,28/10/2025,MCCY540W,1/11/2025
MRKU9574220,OCD,OCD,5,27/10/2025,MCCY540W,1/11/2025
CAIU2390316,OCD,OCD,4,28/10/2025,MCCY540W,1/11/2025
MSKU4593548,OCD,OCD,4,28/10/2025,MCCY540W,1/11/2025
UETU7845399,OCD,OCD,5,27/10/2025,MCCY540W,1/11/2025
SUDU7904518,OCD,OCD,4,28/10/2025,MCCY540W,1/11/2025
MSKU5904665,APPOCD,CV,4,28/10/2025,MCCY540W,1/11/2025
MRSU8501113,OCD,OCD,4,28/10/2025,MCCY540W,1/11/2025
TCKU1100880,OCD,OCD,5,27/10/2025,MCCY540W,1/11/2025
MSKU7547607,OCD,OCD,5,27/10/2025,MCCY540W,1/11/2025
MNBU4666771,DLV2H,CV,5,28/10/2025,MCCY540W,1/11/2025
SUDU8197699,DLVGRD,CV,3,29/10/2025,MCCY540W,1/11/2025
MNBU4671356,DLVGRD,CV,4,28/10/2025,MCCY540W,1/11/2025
MNBU4662354,DLVGRD,CV,10,28/10/2025,MCCY540W,6/11/2025
MNBU4666806,DLV2H,CV,10,28/10/2025,MCCY540W,6/11/2025
SUDU6182010,DLVGRD,CV,10,28/10/2025,MCCY540W,6/11/2025
MNBU4357999,DLVGRD,CV,4,28/10/2025,MCCY540W,1/11/2025
MNBU0550211,DLVGRD,CV,5,28/10/2025,MCCY540W,1/11/2025
MNBU4662930,DLV2H,CV,10,28/10/2025,MCCY540W,6/11/2025
MSKU9544269,APPDLV2H,CV,4,28/10/2025,MCCY540W,1/11/2025
TCKU7190686,APPDLV2H,CV,4,28/10/2025,MCCY540W,1/11/2025
MRSU4270525,APPDLV2H,CV,5,27/10/2025,MCCY540W,1/11/2025
MRKU5255923,APPDLV2H,CV,4,28/10/2025,MCCY540W,1/11/2025
FFAU7254191,DLV2H,CV,22,10/10/2025,MQIN534X,1/11/2025
MRKU2490826,DLVHS,CV,4,28/10/2025,MCCY540W,1/11/2025
MRKU6999977,APPDLV2H,CV,4,28/10/2025,MCCY540W,1/11/2025
SUDU6791931,DLV2H,CV,21,11/10/2025,MQIN534X,1/11/2025
SUDU1385396,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
HASU1016287,DLVGRD,CV,5,27/10/2025,MCCY540W,1/11/2025
TIIU4730212,DLVGRD,CV,5,27/10/2025,MCCY540W,1/11/2025
MRSU3651208,APPDLV2H,CV,4,28/10/2025,MCCY540W,1/11/2025
TCNU1071811,DLVGRD,CV,4,28/10/2025,MCCY540W,1/11/2025
BEAU6362766,DLV2H,CV,4,28/10/2025,MCCY540W,1/11/2025
MRSU5558244,DLV2H,CV,4,28/10/2025,MCCY540W,1/11/2025
GESU6136880,DLV2H,CV,4,28/10/2025,MCCY540W,1/11/2025
SUDU6914928,APPDLV2H,CV,5,27/10/2025,MCCY540W,1/11/2025
CIPU5179489,DLVGRD,CV,4,28/10/2025,MCCY540W,1/11/2025
MRSU6457541,DLVCRN,CV,4,28/10/2025,MCCY540W,1/11/2025
MRSU0039673,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
UETU2974243,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
TEMU1529123,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
MRKU9779868,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
TGBU9363640,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
TCNU3857137,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
SUDU6681868,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
MRKU2531308,OCD,OCD,4,27/10/2025,MCCY540W,31/10/2025
CAJU5095302,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
FFAU5617955,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
MRKU2437776,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
TCNU4140813,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
MRSU3037801,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
TRHU4298628,OCD,OCD,4,27/10/2025,MCCY540W,31/10/2025
MSKU9590520,OCD,OCD,4,27/10/2025,MCCY540W,31/10/2025
MSKU1684691,OCD,OCD,4,27/10/2025,MCCY540W,31/10/2025
CAAU7949826,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
MRSU6078091,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
MRSU5528954,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
UETU6302930,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
CAJU5053842,OCD,OCD,21,10/10/2025,MQIN534X,31/10/2025
SUDU7439843,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
SUDU7520209,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
TLLU2407809,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
TTNU1092150,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
MRSU0511326,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
CAAU2256346,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
SEKU1510872,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
MSKU3300650,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
TTNU1225777,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
MRSU5486993,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
MRSU5923861,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
MRSU5286790,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
FFAU5006621,OCD,OCD,4,27/10/2025,MCCY540W,31/10/2025
MRKU9660713,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
MRKU7168957,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
SEKU4724610,OCD,OCD,4,27/10/2025,MCCY540W,31/10/2025
MSKU3344155,OCD,OCD,4,27/10/2025,MCCY540W,31/10/2025
HASU1333050,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
MNBU4665590,DLV2H,CV,3,28/10/2025,MCCY540W,31/10/2025
TCLU2532530,OCD,OCD,3,28/10/2025,MCCY540W,31/10/2025
TGBU6849860,OCD,OCD,4,27/10/2025,MCCY540W,31/10/2025
SUDU6927817,OCD,OCD,4,27/10/2025,MCCY540W,31/10/2025
MRKU6610771,APPDLV2H,CV,4,28/10/2025,MCCY540W,1/11/2025
CAAU5338812,DLV2H,CV,23,8/10/2025,MJAK520C,31/10/2025
MNBU4666431,DLV2H,CV,4,28/10/2025,MCCY540W,1/11/2025
TLLU1226426,DLVGRD,CV,3,28/10/2025,MCCY540W,31/10/2025
MSWU1030752,DLVGRD,CV,3,28/10/2025,MCCY540W,31/10/2025
MNBU4663216,DLV2H,CV,3,28/10/2025,MCCY540W,31/10/2025
CAJU5093125,DLV2H,CV,23,8/10/2025,MJAK520C,31/10/2025
MSKU1764396,DLV2H,CV,23,8/10/2025,MJAK520C,31/10/2025
MRSU6953984,DLVGRD,CV,3,28/10/2025,MCCY540W,31/10/2025
MRSU3072130,DLV2H,CV,23,8/10/2025,MJAK520C,31/10/2025
MRSU6487253,DLVGRD,CV,3,28/10/2025,MCCY540W,31/10/2025
TEMU1537221,DLV2H,CV,3,28/10/2025,MCCY540W,31/10/2025
TCKU3500103,DLVGRD,CV,3,28/10/2025,MCCY540W,31/10/2025
TTNU1087678,DLV2H,CV,20,11/10/2025,MQIN534X,31/10/2025
TLLU3551127,DLVCRN,CV,20,11/10/2025,MQIN534X,31/10/2025
SUDU8988914,DLVGRD,CV,3,28/10/2025,MCCY540W,31/10/2025
TCNU1062790,DLV2H,CV,3,28/10/2025,MCCY540W,31/10/2025
SUDU7338278,DLVGRD,CV,3,28/10/2025,MCCY540W,31/10/2025
TCLU9915568,DLV2H,CV,3,28/10/2025,MCCY540W,31/10/2025
MRKU8977982,DLV2H,CV,3,28/10/2025,MCCY540W,31/10/2025
MSKU7570206,DLVHS,CV,3,28/10/2025,MCCY540W,31/10/2025
MRKU8137159,DLVGRD,CV,3,28/10/2025,MCCY540W,31/10/2025
HASU4342820,DLVHS,CV,3,28/10/2025,MCCY540W,31/10/2025
MRSU7839214,DLVGRD,CV,4,27/10/2025,MCCY540W,31/10/2025
GCXU5723854,DLVHS,CV,3,28/10/2025,MCCY540W,31/10/2025
CAAU6534321,DLVGRD,CV,3,28/10/2025,MCCY540W,31/10/2025
MSKU5607369,DLV2H,CV,3,28/10/2025,MCCY540W,31/10/2025
SUDU7431971,DLVGRD,CV,3,28/10/2025,MCCY540W,31/10/2025
TEMU5466091,DLV2H,CV,3,28/10/2025,MCCY540W,31/10/2025
MAEU4663117,DLVCRN,CV,3,28/10/2025,MCCY540W,31/10/2025
MRSU3306182,DLVGRD,CV,3,28/10/2025,MCCY540W,31/10/2025
MRSU3145730,DLVHS,CV,3,28/10/2025,MCCY540W,31/10/2025
MRKU7238524,DLV2H,CV,17,14/10/2025,MAVL531C,31/10/2025
MRKU3053076,OCD,OCD,3,28/10/2025,MCCY540W,30/10/2025
TCLU7261051,DLVGRD,CV,4,27/10/2025,MCCY540W,31/10/2025
TCLU0722188,DLV2H,CV,3,28/10/2025,MCCY540W,31/10/2025
CAAU2433631,DLV2H,CV,4,27/10/2025,MCCY540W,31/10/2025
CAIU2505776,DLVGRD,CV,3,28/10/2025,MCCY540W,31/10/2025
TRHU4044109,DLVHS,CV,4,27/10/2025,MCCY540W,31/10/2025
MRSU3406849,DLVHS,CV,4,27/10/2025,MCCY540W,31/10/2025
TLLU8134656,DLVHS,CV,3,28/10/2025,MCCY540W,31/10/2025
MRSU5695062,OCD,OCD,4,27/10/2025,MCCY540W,30/10/2025
HASU1204807,OCD,OCD,3,28/10/2025,MCCY540W,30/10/2025
MRSU8417403,OCD,OCD,4,27/10/2025,MCCY540W,30/10/2025
DFSU6632636,OCD,OCD,3,28/10/2025,MCCY540W,30/10/2025
TLLU5986411,DLV2H,CV,4,27/10/2025,MCCY540W,31/10/2025
UETU6947924,DLVGRD,CV,3,28/10/2025,MCCY540W,31/10/2025
MRSU6942790,DLVHS,CV,3,28/10/2025,MCCY540W,31/10/2025
MRKU3910836,DLVGRD,CV,3,28/10/2025,MCCY540W,31/10/2025
FAMU6703533,DLVGRD,CV,4,27/10/2025,MCCY540W,31/10/2025
MRKU9731421,DLV2H,CV,3,28/10/2025,MCCY540W,31/10/2025
MRKU9311922,DLVCRN,CV,17,14/10/2025,MAVL531C,31/10/2025
MRKU7985638,DLVGRD,CV,4,27/10/2025,MCCY540W,31/10/2025
TCLU1990462,DLVGRD,CV,3,28/10/2025,MCCY540W,31/10/2025
TLLU5953911,DLVCRN,CV,4,27/10/2025,MCCY540W,31/10/2025
TCLU8799205,APPOCD,CV,2,28/10/2025,MCCY540W,30/10/2025
HASU4976609,APPOCD,CV,2,28/10/2025,MCCY540W,30/10/2025
MSKU1094988,OCD,OCD,2,28/10/2025,MCCY540W,30/10/2025
MSKU1138345,OCD,OCD,2,28/10/2025,MCCY540W,30/10/2025
MRKU5814641,OCD,OCD,2,28/10/2025,MCCY540W,30/10/2025
MRKU8196969,DLV2H,CV,3,28/10/2025,MCCY540W,31/10/2025
MSKU0532312,DLV2H,CV,3,28/10/2025,MCCY540W,31/10/2025
MSKU1903104,DLV2H,CV,3,28/10/2025,MCCY540W,31/10/2025
MRSU8723949,DLVGRD,CV,3,28/10/2025,MCCY540W,31/10/2025
MRSU7797588,DLVHS,CV,3,28/10/2025,MCCY540W,31/10/2025
CAAU8924632,OCD,OCD,2,28/10/2025,MCCY540W,30/10/2025
TCKU7722747,OCD,OCD,2,28/10/2025,MCCY540W,30/10/2025
MRSU8025064,OCD,OCD,20,10/10/2025,MQIN534X,30/10/2025
MSKU4343512,OCD,OCD,2,28/10/2025,MCCY540W,30/10/2025
